Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1993,0.128503,0.024319,2013,332,43,61,0.000000,332,15665,877,7806,1136,7859,0,0,0,0,0,0,0,0,0,0.0552,4732,587,692,6781,0.4609,0.4146,0.1245,0.0482,0.1149,0.4710,65,167,100,16,31,61,1287,1353,1548,1482,914,594,628,1308,1360,1536,1389,881,640,745,1,17,49,43,17,8,8,12,47,57,39,26,3,5,0,29,176,284,204,119,65,15,121,303,336,216,102,43,
1994,0.137895,0.024436,2219,339,39,35,0.000000,339,16092,974,8023,1245,8069,0,0,0,0,0,0,0,0,0,0.0543,5070,704,825,7037,0.4630,0.4140,0.1230,0.0522,0.1277,0.4947,67,156,116,25,45,47,1313,1444,1567,1530,931,602,636,1330,1394,1626,1412,901,650,756,2,27,42,50,26,13,1,12,46,51,39,20,5,5,2,41,190,333,208,128,72,10,130,342,363,241,110,49,
1995,0.147311,0.027154,2424,381,38,45,0.000000,381,16455,1050,8189,1374,8266,0,0,0,0,0,0,0,0,0,0.0541,5269,863,1001,7355,0.4647,0.4156,0.1198,0.0586,0.1457,0.4972,89,212,80,29,59,71,1329,1478,1598,1606,934,599,645,1355,1438,1685,1454,905,653,776,4,18,49,42,32,12,4,13,50,65,51,24,11,6,5,41,195,367,228,138,76,15,126,394,396,261,125,57,
1996,0.153522,0.024257,2587,346,42,33,0.000000,346,16851,1111,8391,1476,8460,0,0,0,0,0,0,0,0,0,0.0548,5464,1030,1184,7670,0.4648,0.4184,0.1167,0.0622,0.1603,0.4931,73,190,83,30,50,87,1328,1550,1643,1641,967,616,646,1363,1523,1704,1478,950,656,786,1,16,45,44,21,9,7,13,43,63,51,18,10,5,4,39,199,389,252,147,81,16,131,413,431,280,136,69,
1997,0.160308,0.024441,2773,355,35,30,0.000000,355,17298,1175,8637,1598,8661,0,0,0,0,0,0,0,0,0,0.0549,5645,1187,1353,7976,0.4657,0.4180,0.1163,0.0669,0.1730,0.4886,79,188,88,23,61,73,1416,1553,1707,1681,979,639,662,1394,1567,1734,1548,960,665,793,2,21,39,38,21,12,7,7,71,52,53,17,8,7,2,44,202,399,267,171,90,11,159,428,486,287,154,73,
1998,0.165652,0.027823,2940,412,57,58,0.000000,412,17748,1257,8905,1683,8843,0,0,0,0,0,0,0,0,0,0.0555,5867,1403,1598,8355,0.4687,0.4175,0.1138,0.0700,0.1865,0.4832,85,230,97,34,87,95,1523,1603,1771,1690,995,649,674,1429,1622,1763,1585,977,674,793,4,19,58,65,21,13,15,20,39,71,40,30,7,10,5,41,224,416,288,173,110,20,151,456,500,315,159,82,
1999,0.170635,0.027322,3110,413,44,45,0.000000,413,18226,1325,9136,1785,9090,0,0,0,0,0,0,0,0,0,0.0547,6037,1624,1841,8735,0.4709,0.4175,0.1116,0.0721,0.1969,0.4882,83,218,112,43,91,87,1613,1611,1827,1735,1032,645,673,1519,1666,1785,1660,988,676,796,4,29,66,50,15,7,9,16,66,58,51,23,15,4,4,47,252,442,299,165,116,24,166,459,546,333,169,88,
2000,0.175092,0.027626,3273,426,60,58,0.000000,426,18693,1415,9383,1858,9310,1118,0,192,0,1101,0,0,0,0,0.0547,6306,1855,2104,9134,0.4731,0.4176,0.1092,0.0753,0.2096,0.4755,102,239,85,49,90,92,1698,1647,1875,1794,1047,651,671,1589,1689,1843,1711,971,712,795,2,27,63,64,29,9,8,13,60,60,48,16,17,10,1,50,275,481,326,161,121,21,171,479,567,325,203,92,
2001,0.179633,0.027720,3452,437,46,52,0.000000,437,19217,1506,9671,1946,9546,2231,0,423,0,2171,0,0,0,0,0.0550,6454,2088,2362,9515,0.4745,0.4180,0.1075,0.0797,0.2177,0.4724,108,238,91,42,114,77,1747,1703,1998,1817,1079,654,673,1693,1686,1912,1757,976,698,824,3,28,58,48,29,13,8,20,74,55,51,31,10,9,1,51,296,509,355,166,128,21,178,496,610,330,199,112,
2002,0.180561,0.025403,3565,411,55,44,0.000000,411,19744,1542,9932,2023,9812,3273,0,668,0,2098,0,0,0,0,0.0552,6665,2360,2660,9935,0.4764,0.4181,0.1056,0.0801,0.2241,0.4616,95,240,76,61,128,83,1754,1839,2024,1876,1078,675,686,1803,1740,1963,1787,1001,680,838,2,24,65,47,21,7,7,10,79,57,59,19,6,8,0,56,306,524,352,173,131,16,207,509,634,334,197,126,
2003,0.184334,0.027992,3730,462,50,46,0.000000,462,20235,1604,10202,2126,10033,4281,0,871,0,1984,0,0,0,0,0.0547,6792,2628,2957,10382,0.4770,0.4177,0.1053,0.0807,0.2317,0.4662,101,249,112,62,131,75,1822,1916,2076,1922,1112,660,694,1810,1836,2029,1824,1014,666,854,1,29,70,60,25,8,4,23,70,82,48,33,4,5,1,60,322,552,364,173,132,23,219,544,656,363,192,129,
2004,0.187602,0.027175,3892,458,53,56,0.021583,458,20746,1693,10493,2199,10253,5339,0,1674,0,2067,35,183,49,257,0.0552,7054,2895,3253,10821,0.4812,0.4142,0.1046,0.0819,0.2386,0.4719,95,261,102,47,156,64,1869,2025,2106,1987,1129,680,697,1846,1915,2078,1889,1018,655,852,3,27,70,57,33,16,4,25,69,73,54,14,8,5,3,61,341,575,382,197,134,27,223,570,696,364,188,131,
2005,0.190251,0.024161,4055,417,50,36,0.051541,417,21314,1769,10801,2286,10513,6311,0,2789,0,2143,90,239,119,300,0.0553,7253,3131,3507,11214,0.4837,0.4125,0.1038,0.0859,0.2417,0.4720,122,207,88,51,120,65,1918,2115,2165,2041,1178,684,700,1862,2013,2156,1916,1055,657,854,2,31,58,49,28,10,5,15,58,74,46,21,14,6,3,58,353,604,405,208,138,20,223,605,722,385,194,137,
2006,0.194531,0.027275,4268,482,51,55,0.085286,482,21940,1857,11113,2411,10827,13773,0,5296,0,8254,137,277,227,369,0.0562,7440,3360,3776,11601,0.4844,0.4113,0.1043,0.0869,0.2485,0.4812,100,260,122,47,126,56,1953,2169,2248,2132,1205,694,712,1891,2148,2201,1964,1091,679,853,5,44,55,62,28,7,9,22,78,84,51,23,6,8,7,58,349,665,411,223,144,31,218,651,757,426,197,131,
2007,0.199196,0.025161,4508,456,59,56,0.116460,456,22631,1940,11443,2568,11188,21110,0,7821,0,12186,202,328,323,469,0.0568,7791,3544,3992,11953,0.4850,0.4119,0.1031,0.0908,0.2561,0.4816,106,240,110,28,79,77,1984,2212,2381,2197,1235,710,724,1971,2214,2259,2051,1139,689,865,3,20,83,52,26,5,5,20,77,81,53,16,10,5,6,60,369,696,427,227,155,22,235,696,798,458,218,141,
2008,0.201713,0.024308,4709,453,50,49,0.141856,453,23345,2041,11819,2668,11526,28331,0,10377,0,11945,263,411,405,551,0.0569,8140,3760,4244,12325,0.4862,0.4111,0.1027,0.0926,0.2591,0.4883,110,231,112,47,114,55,2048,2277,2454,2314,1264,711,751,2040,2234,2338,2164,1178,700,872,5,42,65,57,31,10,2,22,87,62,48,14,6,2,5,70,372,731,467,233,163,33,231,689,871,474,233,137,
2009,0.205959,0.026415,4949,504,58,64,0.163063,504,24029,2134,12188,2815,11841,35576,0,12759,0,11879,320,457,487,638,0.0570,8421,3986,4508,12728,0.4870,0.4099,0.1031,0.0947,0.2666,0.4903,112,269,123,48,111,67,2134,2329,2566,2353,1309,750,747,2077,2281,2435,2236,1210,718,884,4,36,72,66,19,18,8,26,93,81,48,21,9,3,5,75,384,767,475,263,165,37,249,711,935,483,253,147,
2010,0.210294,0.025856,5201,505,68,54,0.178043,505,24732,2228,12565,2973,12167,43053,0,15163,0,12110,358,486,568,729,0.0873,8647,4202,4761,13096,0.4872,0.4096,0.1032,0.0978,0.2713,0.4994,133,252,120,53,113,50,2176,2393,2668,2439,1358,769,762,2088,2338,2546,2297,1273,713,912,5,36,73,60,19,9,5,25,91,85,61,22,8,6,4,80,406,797,487,289,165,31,259,769,969,519,262,164,
2011,0.210526,0.022853,5356,459,64,53,0.253734,459,25441,2274,12931,3082,12510,50617,0,17489,0,12361,539,1295,820,1886,0.1540,8896,4470,5065,13531,0.4878,0.4084,0.1038,0.0999,0.2697,0.4975,121,218,120,49,148,71,2239,2449,2794,2519,1376,781,773,2133,2373,2687,2358,1304,726,929,4,33,70,54,31,3,3,23,84,65,52,23,7,7,5,78,420,797,518,287,169,33,278,791,967,562,266,185,
2012,0.211224,0.021262,5529,439,55,47,0.311810,439,26176,2355,13316,3174,12860,58548,0,19171,0,12720,686,1392,1038,1966,0.2133,9145,4700,5331,13935,0.4883,0.4070,0.1047,0.0998,0.2722,0.4936,98,248,93,56,126,48,2268,2510,2933,2589,1436,792,788,2161,2471,2760,2440,1349,752,927,3,28,75,49,25,7,4,18,62,83,59,18,6,2,1,74,432,813,565,292,178,26,260,814,1019,594,271,190,
2013,0.209933,0.019691,5681,421,47,40,0.330224,421,27061,2372,13764,3309,13297,66448,0,20758,0,12873,726,1434,1150,2098,0.2646,9480,4930,5600,14355,0.4890,0.4060,0.1050,0.0988,0.2720,0.4872,85,235,101,45,125,60,2360,2601,3021,2688,1476,817,801,2285,2518,2884,2526,1387,769,928,2,24,57,55,15,8,1,13,87,81,50,23,4,1,1,62,408,843,571,303,184,20,267,831,1083,624,287,197,
2014,0.208501,0.019429,5803,428,48,61,0.357746,428,27832,2404,14154,3399,13678,74626,0,22315,0,13181,777,1472,1299,2176,0.3089,9798,5194,5906,14803,0.4891,0.4044,0.1065,0.0975,0.2707,0.4823,91,220,117,67,134,63,2443,2643,3062,2827,1542,824,813,2349,2574,2979,2620,1447,769,940,8,33,60,56,17,10,4,16,73,79,50,18,4,0,6,65,396,844,604,303,186,22,266,834,1135,650,292,200,
2015,0.205765,0.016635,5918,380,50,35,0.408753,380,28761,2399,14638,3519,14123,82988,0,23551,0,13548,886,1973,1533,2887,0.3481,10087,5419,6171,15218,0.4889,0.4041,0.1071,0.0972,0.2661,0.4735,93,193,94,45,119,61,2560,2727,3138,2951,1579,864,819,2424,2618,3070,2759,1499,808,945,5,23,46,37,14,4,5,31,68,74,47,22,3,1,5,63,374,834,611,319,193,33,234,849,1191,691,315,206,
2016,0.201268,0.013854,5966,328,46,26,0.451894,328,29642,2385,15087,3581,14555,91673,0,24535,0,13997,945,2010,1751,2962,0.3819,10377,5659,6451,15629,0.4894,0.4029,0.1077,0.0956,0.2591,0.4652,79,161,88,46,140,54,2637,2785,3231,3069,1632,910,823,2508,2662,3168,2874,1551,836,956,0,15,50,33,12,4,4,15,68,62,42,17,4,2,3,52,367,822,611,331,199,33,218,846,1216,726,336,206,
2017,0.197808,0.014438,6046,354,39,38,0.489249,354,30565,2386,15557,3660,15008,100594,0,25155,0,14317,995,2386,1963,3660,0.4130,10724,5886,6725,16042,0.4902,0.4017,0.1081,0.0937,0.2550,0.4572,85,178,91,53,118,56,2640,2902,3344,3208,1691,928,844,2532,2764,3247,3001,1621,873,970,1,21,43,43,13,6,1,15,64,68,62,13,3,1,1,47,344,829,634,331,200,24,221,816,1274,757,351,217,
2018,0.193387,0.012526,6106,319,34,31,0.510318,319,31574,2363,16098,3743,15476,109881,0,25663,0,14833,1020,2363,2096,3743,0.4376,11070,6106,6984,16458,0.4889,0.4025,0.1087,0.0922,0.2468,0.4509,71,145,103,43,119,58,2774,2941,3463,3326,1800,928,866,2603,2844,3271,3159,1715,906,978,6,11,41,29,15,2,2,23,63,67,47,11,2,0,2,45,314,809,659,328,206,24,219,778,1325,805,362,230,
2019,0.189001,0.011605,6145,306,30,34,0.523841,306,32513,2346,16574,3799,15939,119500,0,26152,0,15423,1037,2346,2182,3799,0.4630,11401,6335,7251,16882,0.4893,0.4016,0.1092,0.0895,0.2425,0.4380,65,165,76,53,118,58,2769,3109,3508,3488,1836,957,907,2628,2948,3366,3281,1767,948,1001,3,13,41,39,9,7,2,12,53,57,42,19,4,5,3,41,282,812,654,329,225,17,211,748,1360,845,377,241,
2020,0.183926,0.011223,6165,307,39,37,0.545823,307,33519,2311,17072,3854,16447,129305,0,26606,0,15825,1061,2311,2304,3854,0.4881,11674,6587,7538,17312,0.4887,0.4017,0.1096,0.0880,0.2346,0.4259,77,149,81,55,133,64,2841,3175,3601,3638,1887,1015,915,2704,3022,3459,3404,1834,1006,1018,1,20,32,31,14,8,5,8,53,65,51,12,6,1,3,40,263,791,639,351,224,15,188,743,1375,876,403,254,
2021,0.179178,0.011419,6194,324,44,40,0.557314,324,34569,2275,17555,3919,17014,139391,0,27062,0,16224,1050,2275,2402,3919,0.5084,12034,6836,7833,17782,0.4886,0.4014,0.1100,0.0855,0.2274,0.4191,68,155,101,50,134,65,2913,3265,3674,3777,1993,1019,914,2823,3138,3546,3515,1911,1034,1047,1,15,31,41,7,7,1,12,58,63,70,15,3,0,3,43,230,781,645,350,223,14,196,721,1391,907,430,260,
2022,0.175174,0.011237,6256,331,30,36,0.565377,331,35713,2264,18137,3992,17576,149817,0,27472,0,16734,1022,2264,2515,3992,0.5268,12382,7041,8102,18193,0.4877,0.4010,0.1113,0.0841,0.2209,0.4097,84,150,97,53,100,52,2951,3366,3835,3925,2052,1061,947,2911,3172,3668,3674,1995,1074,1082,0,12,45,42,20,3,1,11,53,58,62,15,7,2,1,35,231,755,656,365,221,12,178,699,1415,955,458,275,
2023,0.170623,0.009268,6282,283,36,21,0.574658,283,36818,2237,18675,4045,18143,160727,0,27892,0,17362,1005,2237,2605,4045,0.5399,12685,7254,8359,18610,0.4877,0.4000,0.1123,0.0813,0.2145,0.4023,60,135,88,55,112,46,3004,3449,3944,4051,2167,1101,959,3017,3242,3746,3831,2090,1110,1107,1,13,33,36,13,7,0,10,51,58,40,17,3,1,2,30,214,716,675,368,232,17,158,689,1396,1017,478,290,
2024,0.166846,0.009217,6344,292,35,29,0.591425,292,38023,2208,19286,4136,18737,172013,0,28304,0,17987,1033,2208,2719,4136,0.5544,12949,7452,8589,19018,0.4873,0.4001,0.1126,0.0797,0.2076,0.3994,66,122,104,39,105,54,3131,3463,4117,4130,2305,1153,987,3066,3316,3867,4001,2191,1175,1121,1,18,31,34,8,6,0,8,47,64,42,24,5,4,2,28,218,656,678,387,239,11,149,681,1405,1076,505,309,
2025,0.163106,0.009249,6406,304,47,33,0.601780,304,39275,2212,19946,4194,19329,183775,0,28714,0,18682,1060,2212,2795,4194,0.5678,13353,7654,8831,19433,0.4863,0.4001,0.1136,0.0775,0.2023,0.3916,66,149,89,53,105,44,3263,3542,4180,4311,2435,1193,1022,3078,3463,4002,4086,2322,1229,1149,2,12,34,43,15,6,3,7,48,62,45,21,3,3,1,28,204,637,689,395,258,11,144,657,1376,1138,538,330,
2026,0.160317,0.009985,6501,340,39,56,0.606061,340,40551,2220,20582,4281,19969,196154,0,29094,0,19481,1086,2220,2854,4281,0.5783,13721,7847,9076,19848,0.4864,0.3995,0.1141,0.0751,0.1983,0.3907,67,155,118,46,94,53,3300,3676,4307,4430,2542,1265,1062,3172,3545,4130,4213,2433,1275,1201,2,12,36,36,19,6,5,19,52,73,59,14,4,3,0,32,207,609,687,417,268,20,144,650,1351,1193,566,357,
2027,0.156512,0.008750,6553,309,43,50,0.622158,309,41869,2211,21253,4342,20616,208798,0,29525,0,20161,1091,2211,2986,4342,0.5887,14096,8055,9333,20285,0.4858,0.3997,0.1146,0.0726,0.1933,0.3840,58,147,104,54,94,60,3448,3666,4487,4591,2666,1313,1082,3259,3646,4231,4361,2535,1341,1243,2,12,38,41,15,8,3,8,60,54,50,14,2,2,2,24,203,605,688,425,264,19,139,643,1343,1215,603,380,
2028,0.154453,0.009283,6671,339,51,55,0.631090,339,43191,2229,21896,4442,21295,221784,0,29918,0,20818,1155,2229,3055,4442,0.6024,14500,8224,9554,20682,0.4850,0.3992,0.1158,0.0713,0.1888,0.3842,65,141,133,34,89,46,3451,3814,4616,4741,2776,1401,1097,3362,3747,4339,4469,2670,1432,1276,0,13,61,35,13,6,0,12,50,74,52,18,3,2,2,22,230,588,672,444,271,20,140,633,1350,1245,660,394,
2029,0.152096,0.008645,6785,327,31,38,0.641562,327,44610,2253,22607,4532,22003,235292,0,30261,0,21403,1208,2253,3145,4532,0.6099,14908,8398,9767,21073,0.4844,0.3995,0.1162,0.0701,0.1836,0.3856,61,136,130,32,94,48,3510,3953,4677,4931,2915,1456,1165,3453,3831,4429,4680,2785,1491,1334,4,16,39,48,16,2,2,8,40,67,51,27,5,2,3,28,210,607,655,460,290,13,134,609,1357,1296,698,425,

